NCES-School-ID,School-Name,School-Type,District,School-Level,Address,Phone,Latitude,Longitude
060846000836,Alicia Cortez Elementary,Public,Chino Valley Unified,Elementary,"5130 Riverside Dr., Chino, CA 91710",(909)627-9438,34.0193788,-117.6918049
062460009581,Alicia Reyes Elementary,Public,Merced City Elementary,Elementary,"123 South N St., Merced, CA 95340",(209)385-6761,37.2879475,-120.4954654
061176010446,Alila,Public,Earlimart Elementary,Elementary,"PO Box 11970, Earlimart, CA 93219",(661)849-4202,35.8841206,-119.2723328
060195000082,Alisal Community,Public,Alisal Union,Elementary,"1437 Del Monte Ave., Salinas, CA 93905",(831)753-5720,36.6827687,-121.6052531
060002009285,Alisal Elementary,Public,Pleasanton Unified,Elementary,"1454 Santa Rita Rd., Pleasanton, CA 94566",(925)426-4200,37.6721897,-121.8713375
063398005332,Alisal High,Public,Salinas Union High,High,"777 Williams Rd., Salinas, CA 93905",(831)796-7600,36.6832894,-121.6031936
060195014638,Alisal Virtual Academy,Public,Alisal Union,Elementary,"1770 Kittery St., Salinas, CA 93906",(831)753-5700,36.704625,-121.6109163
060756000724,Aliso Elementary,Public,Carpinteria Unified,Elementary,"4545 Carpinteria Ave., Carpinteria, CA 93013",(805)684-4539,34.40150610000001,-119.5268033
060744002328,Aliso Niguel High,Public,Capistrano Unified,High,"28000 Wolverine Way, Aliso Viejo, CA 92656",(949)831-5590,33.5643789,-117.7198007
060744002334,Aliso Viejo Middle,Public,Capistrano Unified,Middle,"111 Park Ave., Aliso Viejo, CA 92656",(949)831-2622,33.5801518,-117.7127788
060198910387,All Tribes Charter,Public,All Tribes Charter District,"Middle,High","PO Box 1432, Valley Center, CA 92082",(760)749-5982,33.2183701,-117.0341967
060152112735,All Tribes Elementary Charter,Public,All Tribes Elementary Charter District,Elementary,"34320 Valley Center Rd. Ste. B, Valley Center, CA 92082",(760)749-4375,33.2787387,-116.9541968
060243000138,Allan Orrenmaa Elementary,Public,Alvord Unified,Elementary,"10365 Keller Ave., Riverside, CA 92505",(951)358-1635,33.9341677,-117.4798631
062460008899,Allan Peterson Elementary,Public,Merced City Elementary,Elementary,"848 East Donna Dr., Merced, CA 95340",(209)385-6700,37.3278068,-120.4609138
060217514235,Allegiance STEAM Academy - Thrive,Public,Allegiance STEAM Academy - Thrive District,"Elementary,Middle","5862 C St., Chino, CA 91710",(909)465-5404,34.0159535,-117.676914
069113814669,Allegiance STEAM Academy - Thrive Fontana,Public,Allegiance STEAM Academy - Thrive Fontana District,"Elementary,Middle","5862 C St., Chino, CA 91710",(909)465-5405,34.0159535,-117.676914
063423005393,Allen (Decima M.) Elementary,Public,San Bruno Park Elementary,Elementary,"875 West Angus Ave., San Bruno, CA 94066",(650)624-3140,37.6264856,-122.4093682
060861000855,Allen (Ella B.) Elementary,Public,Chula Vista Elementary,Elementary,"4300 Allen School Rd., Bonita, CA 91902",(619)479-3662,32.6562614,-117.0331327
063459005697,Allen at Steinbeck,Public,San Jose Unified,Elementary,"820 Steinbeck Dr., San Jose, CA 95123",(408)535-6205,37.2467456,-121.8569971
060561000503,Allen Avenue Elementary,Public,Bonita Unified,Elementary,"115 West Allen Ave., San Dimas, CA 91773",(909)971-8202,34.1178471,-117.8078216
062805004238,Allendale Elementary,Public,Oakland Unified,Elementary,"3670 Penniman Ave., Oakland, CA 94619",(510)879-2101,37.78817129999999,-122.2042516
060198000086,Allensworth Elementary,Public,Allensworth Elementary,"Elementary,Middle","HCI Box 136, Allensworth, CA 93219",(661)849-2401,35.8479482,-119.3843563
062271002807,Allesandro Elementary,Public,Los Angeles Unified,Elementary,"2210 Riverside Dr., Los Angeles, CA 90039",(323)666-7162,34.1013734,-118.2513642
060211912567,Alliance Cindy and Bill Simon Technology Academy High,Public,Alliance Cindy and Bill Simon Tech Acad High DIST,High,"10720 Wilmington Ave., Los Angeles, CA 90059",(323)744-2122,33.9385598,-118.2386867
060245313403,Alliance College-Ready Middle Academy 12,Public,Alliance College-Ready Middle Academy 12 District,Middle,"131 East 50th St., Los Angeles, CA 90011",(323)238-7270,33.9976219,-118.2735414
060186512528,Alliance College-Ready Middle Academy 4,Public,Alliance College-Ready Middle Academy 4 District,Middle,"9719 South Main St., Los Angeles, CA 90003",(323)451-3009,33.9476371,-118.2743145
060158913273,Alliance College-Ready Middle Academy 8,Public,Alliance College-Ready Middle Academy 8 District,Middle,"113 South Rowan Ave., Los Angeles, CA 90063",(323)269-2156,34.0354718,-118.1873464
060166610871,Alliance Collins Family College-Ready High,Public,Alliance Collins Family College-Ready High District,High,"2071 Saturn Ave., Huntington Park, CA 90255",(323)923-1588,33.9775179,-118.2341141
060192611633,Alliance Dr. Olga Mohan High,Public,Alliance Dr. Olga Mohan High District,High,"644 West 17th St., Los Angeles, CA 90015",(213)342-2870,34.0364479,-118.2722591
060217610851,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,Public,Alliance Gertz-Ressler Richard Merkin 6-12 Complex District,"Middle,High","2023 South Union Ave., Los Angeles, CA 90007",(213)745-8141,34.0365645,-118.2830667
060169411634,Alliance Jack H. Skirball Middle,Public,Alliance Jack H. Skirball Middle District,Middle,"603 East 115th St., Los Angeles, CA 90059",(323)905-1377,33.930461,-118.2649512
060193410867,Alliance Judy Ivie Burton Technology Academy High,Public,Alliance Judy Ivie Burton Technology Academy High District,High,"10101 South Broadway, Los Angeles, CA 90003",(323)920-6125,33.9441138,-118.2786642
060154213487,Alliance Kory Hunter Middle,Public,Alliance Kory Hunter Middle District,Middle,"5886 Compton Ave., Los Angeles, CA 90001",(323)484-0450,33.9870451,-118.2474445
060169012342,Alliance Leichtman-Levine FAM Foundation Env Sci High,Public,Alliance Leichtman-Levine FAM Foundation Env Sci High DIST,High,"2930 Fletcher Dr., Los Angeles, CA 90065",(323)739-0560,34.1139088,-118.2466641
060244611642,Alliance Marc & Eva Stern Math and Science,Public,Alliance Marc & Eva Stern Math and Science District,High,"5151 State University Dr., Los Angeles, CA 90032",(323)987-2144,34.0655688,-118.1693016
060170712924,Alliance Margaret M. Bloomfield Technology Academy High,Public,Alliance Margaret M. Bloomfield Tech Acad High DIST,High,"7907 Santa Fe Ave., Huntington Park, CA 90255",(323)537-2060,33.9669802,-118.2305821
060183513857,Alliance Marine - Innovation and Technology 6-12 Complex,Public,Alliance Marine - Innovation and Tech 6-12 Complex DIST,"Middle,High","11933 Allegheny St., Sun Valley, CA 91352",(747)223-2649,34.237235,-118.3932747
060240712259,Alliance Morgan McKinzie High,Public,Alliance Morgan McKinzie High District,High,"110 South Townsend Ave., Los Angeles, CA 90063",(323)526-8198,34.0354095,-118.1879041
060226611641,Alliance Ouchi-O'Donovan 6-12 Complex,Public,Alliance Ouchi-O'Donovan 6-12 Complex District,"Middle,High","5356 South Fifth Ave., Los Angeles, CA 90043",(323)596-2290,34.0200795,-118.322206
060236211632,Alliance Patti And Peter Neuwirth Leadership Academy,Public,Alliance Patti And Peter Neuwirth Leadership Acad DIST,High,"4610 South Main St., Los Angeles, CA 90037",(213)342-2874,34.0012854,-118.2738294
060190012378,Alliance Piera Barbaglia Shaheen Health Services Academy,Public,Alliance Piera Barbaglia Shaheen HLT SRVs Acad DIST,High,"8515 Kansas Ave., Los Angeles, CA 90044",(323)972-9010,33.9603661,-118.2941999
060227912848,Alliance Renee and Meyer Luskin Academy High,Public,Alliance Renee and Meyer Luskin Academy High District,High,"2941 West 70th St., Los Angeles, CA 90043",(323)905-1210,33.9766404,-118.3258702
060219012817,Alliance Susan and Eric Smidt Technology High,Public,Alliance Susan and Eric Smidt Technology High District,High,"211 South Avenue 20, Los Angeles, CA 90031",(323)352-3206,34.07222429999999,-118.2203976
060156812766,Alliance Ted K. Tajima High,Public,Alliance Ted K. Tajima High District,High,"1552 W. Rockwood St., Los Angeles, CA 90026",(213)241-8533,34.063484,-118.261547
060228912572,Alliance Tennenbaum Family Technology High,Public,Alliance Tennenbaum Family Technology High District,High,"2050 North San Fernando Rd., Los Angeles, CA 90065",(323)276-5545,34.102371,-118.2373496
060165413597,Alliance Virgil Roberts Leadership Academy,Public,Alliance Virgil Roberts Leadership Academy District,Middle,"2941 West 70th St., Los Angeles, CA 90043",(323)920-4388,33.9766404,-118.3258702
063132004835,Allison Elementary,Public,Pomona Unified,Elementary,"1011 Russell Pl., Pomona, CA 91767",(909)397-4556,34.0781124,-117.7315642
060240814146,Alma Fuerte Public,Public,Alma Fuerte Public District,"Elementary,Middle","524 Palisade St., Pasadena, CA 91103",(626)204-5265,34.1703654,-118.161222
060780012607,Alma Preschool,Public,Castro Valley Unified,,"4400 Alma Ave., Castro Valley, CA 94546",(510)537-3000,37.7081783,-122.0718819
063459005698,Almaden Elementary,Public,San Jose Unified,Elementary,"1295 Dentwood Dr., San Jose, CA 95118",(408)535-6207,37.2514038,-121.885484
063117007824,Almanor High (Continuation),Public,Plumas Unified,High,"PO Box 797, Chester, CA 96020",(530)258-2126,40.3062736,-121.2319098
061392009544,Almeria Middle,Public,Fontana Unified,Middle,"7723 Almeria Ave., Fontana, CA 92336",(909)357-5350,34.1129733,-117.4592865
060194313176,Almond Acres Charter Academy,Public,Almond Acres Charter Academy District,"Elementary,Middle","1145 Niblick Rd., Paso Robles, CA 93446",(805)221-8550,35.6162342,-120.6628566
061392011362,Almond Elementary,Public,Fontana Unified,Elementary,"8172 Almond Ave., Fontana, CA 92335",(909)357-5130,34.1051135,-117.4941858
062265002782,Almond Elementary,Public,Los Altos Elementary,Elementary,"550 Almond Ave., Los Altos, CA 94022",(650)917-5400,37.384402,-122.100994
062808013786,Almond Grove Elementary,Public,Oakley Union Elementary,Elementary,"5000 Amaryllis St., Oakley, CA 94561",(925)625-6270,37.9751954,-121.7261242
061089007504,Almond Tree Middle,Public,Delano Union Elementary,Middle,"1405 12th Ave., Delano, CA 93215",(661)721-3641,35.7733526,-119.2396151
063348003149,Almondale Elementary,Public,Rosedale Union Elementary,Elementary,"10510 Chippewa St., Bakersfield, CA 93312",(661)588-6060,35.4077684,-119.1197775
060162000001,Aloha Elementary,Public,ABC Unified,Elementary,"11737 East 214th St., Lakewood, CA 90715",(562)229-7825,33.8355353,-118.0834927
062985012423,Alondra Middle,Public,Paramount Unified,Middle,"16200 Downey Ave., Paramount, CA 90723",(562)602-8004,33.886624,-118.1505515
060201000088,Alpaugh -Senior High,Public,Alpaugh Unified,High,"PO Box 9, Alpaugh, CA 93201",(559)949-8413,35.8877316,-119.4873422
060201000087,Alpaugh Elementary,Public,Alpaugh Unified,"Elementary,Middle","PO Box 9, Alpaugh, CA 93201",(559)949-8413,35.8877316,-119.4873422
060163613926,Alpha Cindy Avitia High,Public,Alpha Cindy Avitia High District,High,"PO Box 21366, San Jose, CA 95151",(408)791-1558,37.322286,-121.825862
062334009397,Alpha Elementary,Public,Madera Unified,Elementary,"900 Stadium Rd., Madera, CA 93637",(559)661-4101,36.9417753,-120.066775
061260001423,Alpha Technology Middle,Public,Elverta Joint Elementary,Middle,"8920 Elwyn Ave., Elverta, CA 95626",(916)991-4726,38.7312143,-121.4659267
060222112989,Alpha: Blanca Alvarado,Public,Alpha: Blanca Alvarado District,"Elementary,Middle","PO Box 21366, San Jose, CA 95122",(408)780-0831,37.3304014,-121.8391808
060167112639,Alpha: Cornerstone Academy Preparatory,Public,Alpha: Cornerstone Academy Preparatory District,"Elementary,Middle","1598 Lucretia Ave., San Jose, CA 95122",(408)361-3876,37.3252728,-121.8508932
060214413757,Alpha: Jose Hernandez,Public,Alpha: Jose Hernandez District,"Elementary,Middle","PO Box 21366, San Jose, CA 95151",(408)780-1551,37.322286,-121.825862
069105806965,Alpine County Opportunity,Public,Alpine County Office of Education,"Elementary,High","43 Hawkside Dr., Markleeville, CA 96120",(530)694-2230,38.7663545,-119.8088462
060207006968,Alpine County Secondary Community Day,Public,Alpine County Unified,"Middle,High","43 Hawkside Dr., Markleeville, CA 96120",(530)694-2230,38.7663545,-119.8088462
061944002332,Alpine Elementary,Public,Keppel Union Elementary,"Elementary,Middle","8244 East Pearblossom Hwy., Littlerock, CA 93543",(661)944-3221,34.5204045,-117.9816822
063987013286,Alpine Vista,Public,Tulare City,Elementary,"2975 East Alpine Ave., Tulare, CA 93274",(559)687-3135,36.2022736,-119.3149019
063987014661,Alpine Vista Middle,Public,Tulare City,"Elementary,Middle","2975 East Alpine Ave., Tulare, CA 93274",(559)685-7200,36.2022736,-119.3149019
060133106604,Alps View High (Continuation),Public,Trinity Alps Unified,High,"PO Box 1227, Weaverville, CA 96093",(530)623-6104,40.7415454,-122.9281375
062271012806,Alta California Elementary,Public,Los Angeles Unified,Elementary,"14859 Rayen St., Panorama City, CA 91402",(818)830-4400,34.2326492,-118.4570149
061970002363,Alta Elementary,Public,Kings Canyon Joint Unified,Elementary,"21771 East Parlier Ave., Reedley, CA 93654",(559)305-7210,36.6110205,-119.3984626
062664004011,Alta Heights Elementary,Public,Napa Valley Unified,Elementary,"15 Montecito Blvd., Napa, CA 94559",(707)253-3671,38.3027658,-122.2722779
060216000093,Alta Loma Elementary,Public,Alta Loma Elementary,Elementary,"7085 Amethyst St., Alta Loma, CA 91701",(909)484-5000,34.1613608,-117.5985641
062271002808,Alta Loma Elementary,Public,Los Angeles Unified,Elementary,"1745 Vineyard Ave., Los Angeles, CA 90019",(323)939-2113,34.0429649,-118.338829
060816000790,Alta Loma High,Public,Chaffey Joint Union High,High,"8880 Baseline Rd., Alta Loma, CA 91701",(909)989-5511,34.1222075,-117.6124921
060216000094,Alta Loma Junior High,Public,Alta Loma Elementary,Middle,"9000 Lemon Ave., Alta Loma, CA 91701",(909)484-5100,34.1404342,-117.6099525
063753006339,Alta Loma Middle,Public,South San Francisco Unified,Middle,"116 Romney Ave., South San Francisco, CA 94080",(650)877-8797,37.66154,-122.4500286
061281001439,Alta Mesa Elementary,Public,Enterprise Elementary,Elementary,"2301 Saturn Skyway, Redding, CA 96002",(530)224-4130,40.5548517,-122.3285972
060002909509,Alta Murrieta Elementary,Public,Murrieta Valley Unified,Elementary,"39475 Whitewood Rd., Murrieta, CA 92563",(951)696-1403,33.5671305,-117.1684383
063093008942,Alta Sierra Elementary,Public,Pleasant Ridge Union Elementary,Elementary,"16607 Annie Dr., Grass Valley, CA 95949",(530)272-2319,39.1187384,-121.0418584
060903010202,Alta Sierra Intermediate,Public,Clovis Unified,Middle,"380 West Teague Ave., Clovis, CA 93611",(559)327-3500,36.858223,-119.718533
060141412760,Alta Vista,Public,Santa Barbara Unified,Middle,"215 East Ortega St., Santa Barbara, CA 93101",(805)966-0883,34.42130119999999,-119.6956442
063864010385,Alta Vista Academy,Public,Sweetwater Union High,"Middle,High","730 Medical Center Ct., Chula Vista, CA 91911",(619)216-5160,32.6182553,-117.0248482
060141412435,Alta Vista Alternative High,Public,Santa Barbara Unified,High,"215 East Ortega St., Santa Barbara, CA 93101",(805)966-0883,34.42130119999999,-119.6956442
060348013170,Alta Vista Community Charter,Public,Auburn Union Elementary,Elementary,"173 Oak St., Auburn, CA 95603",(530)885-7067,38.9079179,-121.0635365
060222000098,Alta Vista Elementary,Public,Alta Vista Elementary,"Elementary,Middle","2293 East Crabtree Ave., Porterville, CA 93257",(559)782-5700,36.0579415,-118.963997
060003204950,Alta Vista Elementary,Public,Redondo Beach Unified,Elementary,"1401 Inglewood Ave., Redondo Beach, CA 90278",(310)798-8650,33.8675938,-118.3616611
064032006667,Alta Vista Elementary,Public,Union Elementary,Elementary,"200 Blossom Valley Rd., Los Gatos, CA 95032",(408)356-6146,37.2396716,-121.941455
062631003931,Alta Vista High,Public,Mountain View-Los Altos Union High,High,"1325 Bryant Ave., Mountain View, CA 94040",(650)691-2433,37.360079,-122.063736
064119006812,Alta Vista High (Continuation),Public,Vista Unified,High,"1234 Arcadia Ave., Vista, CA 92084",(760)724-3775,33.2259398,-117.222359
060162514154,Alta Vista Innovation High,Public,Alta Vista Innovation High District,High,"11988 Hesperia Rd., Hesperia, CA 92345",(760)203-4846,34.468844,-117.2931037
060225000099,Alta-Dutch Flat Elementary,Public,Alta-Dutch Flat Union Elementary,"Elementary,Middle","PO Box 958, Alta, CA 95701",(530)389-8283,39.206736,-120.8114612
062994004661,Altadena Elementary,Public,Pasadena Unified,Elementary,"743 East Calaveras St., Altadena, CA 91001",(626)396-5650,34.1855024,-118.1353091
062211008438,Altamont Creek Elementary,Public,Livermore Valley Joint Unified,Elementary,"6500 Garaventa Ranch Rd., Livermore, CA 94551",(925)454-5575,37.7225909,-121.7184372
060141013781,Altamont Elementary,Public,Lammersville Joint Unified,"Elementary,Middle","452 West Saint Francis Ave., Mountain House, CA 95391",(209)836-7240,37.782198,-121.5506694
068450009467,Alternative Education-San Joaquin High,Public,Irvine Unified,"Elementary,High","3387 Barranca Pkwy., Irvine, CA 92606",(949)936-7440,33.689743,-117.8187637
063560007437,Alternative Family Education,Public,Santa Cruz City High,"Elementary,High","840 North Branciforte Ave., Santa Cruz, CA 95062",(831)429-3898,36.9806508,-122.0139504
